target_id	length	eff_length	est_counts	tpm
XM_014156911.2	3057	3008	0	0
XM_014156912.2	3052	3003	0	0
XM_014156913.2	5029	4980	6	0.234153
XM_014156914.2	1418	1369	36.468	5.1771
XM_014156915.2	2717	2668	15.5424	1.13217
XM_014156916.2	3295	3246	0.0162944	0.000975591
XM_014156917.2	3341	3292	0	0
XM_014156918.2	1938	1889	2.13213	0.219361
XM_014156919.2	3293	3244	0.0328584	0.00196854
XM_014156920.2	3277	3228	9.12632	0.549466
XM_014156921.2	3275	3226	18.4758	1.11306
XM_014156922.2	1511	1462	29.9114	3.97619
XM_014156923.2	1520	1471	0.0277156	0.00366177
XM_014156924.2	4264	4215	35.5852	1.64078
XM_014156926.2	3092	3043	5.27754	0.33706
XM_014156927.2	1569	1520	0	0
XM_014156928.2	1621	1572	0	0
XM_014156929.2	1616	1567	0	0
XM_014156930.2	1453	1404	0	0
XM_014156931.2	1382	1333	23.3732	3.40774
XM_014156932.2	4745	4696	51.5337	2.13276
XM_014156933.2	4801	4752	0	0
XM_014156934.2	7483	7434	3.47244e-07	9.07802e-09
XM_014156937.2	605	556	7.11529	2.48712
XM_014156940.2	6138	6089	0	0
XM_014156941.2	4777	4728	0	0
XM_014156942.2	2911	2862	0	0
XM_014156943.2	3018	2969	0	0
XM_014156944.2	6032	5983	0	0
XM_014156945.2	2835	2786	0.00588782	0.000410725
XM_014156946.2	2822	2773	1.20645	0.0845545
XM_014156947.2	2845	2796	9.98076e-05	6.93753e-06
XM_014156949.2	1948	1899	1	0.102342
XM_014156950.2	2333	2284	25.844	2.19909
XM_014156953.2	3895	3846	3.1917	0.161284
XM_014156954.2	4018	3969	0	0
XM_014156955.2	2274	2225	7.58373	0.662417
XM_014156956.2	605	556	4.34136e-06	1.5175e-06
XM_014156957.2	3432	3383	0	0
XM_014156958.2	3429	3380	0	0
XM_014156959.2	3426	3377	47	2.70486
XM_014156960.2	3423	3374	0	0
XM_014156963.2	2371	2322	2.08696	0.174675
XM_014156965.2	659	610	0	0
XM_014156966.2	939	890	0	0
XM_014156967.2	2601	2552	0	0
XM_014156968.2	1380	1331	22.3719	3.26665
XM_014156969.2	2902	2853	0	0
XM_014156970.2	2972	2923	0.00456188	0.000303315
XM_014156971.2	2954	2905	5.15267	0.344718
XM_014156972.2	2527	2478	0	0
XM_014156973.2	4292	4243	1	0.0458042
XM_014156974.2	5529	5480	0	0
XM_014156975.2	5282	5233	0	0
XM_014156983.2	3651	3602	4.53653	0.24477
XM_014156985.2	7075	7026	8.10915	0.224309
XM_014156986.2	4297	4248	32.5857	1.4908
XM_014156987.2	5003	4954	5.92326	0.232372
XM_014156988.2	4752	4703	10.0913	0.417013
XM_014156989.2	3680	3631	0	0
XM_014156993.2	2924	2875	0.105462	0.00712912
XM_014156994.2	2912	2863	12.3104	0.835661
XM_014156996.2	1802	1753	0	0
XM_014156997.2	3484	3435	0	0
XM_014156998.1	1668	1619	5	0.600208
XM_014156999.2	4448	4399	0	0
XM_014157001.2	8109	8060	0	0
XM_014157002.2	3344	3295	0	0
XM_014157003.2	2465	2416	10.5324	0.847248
XM_014157004.2	3226	3177	0	0
XM_014157005.2	5256	5207	5.59692	0.208901
XM_014157006.2	1217	1168	0	0
XM_014157007.2	555	506	0	0
XM_014157008.2	543	494	1.40312	0.552008
XM_014157009.2	1139	1090	0	0
XM_014157010.2	1438	1389	96.4135	13.4901
XM_014157011.2	3826	3777	0	0
XM_014157012.2	3332	3283	0	0
XM_014157015.2	1027	978	2	0.397438
XM_014157016.2	3823	3774	0	0
XM_014157017.2	2607	2558	0	0
XM_014157018.2	3664	3615	2.17438e-05	1.16898e-06
XM_014157019.2	3652	3603	285.657	15.4084
XM_014157021.2	3619	3570	0	0
XM_014157022.2	3607	3558	0	0
XM_014157023.2	3574	3525	0	0
XM_014157024.2	3571	3522	0	0
XM_014157025.2	2041	1992	0	0
XM_014157027.2	9590	9541	81.4015	1.65812
XM_014157030.2	4360	4311	1.67475	0.0755005
XM_014157031.2	4351	4302	18.0641	0.816066
XM_014157036.2	2031	1982	0	0
XM_014157037.2	1837	1788	1	0.108695
XM_014157038.2	4756	4707	5.28602	0.218254
XM_014157042.2	3021	2972	0	0
XM_014157047.2	2235	2186	9.09565	0.808653
XM_014157049.2	6028	5979	0	0
XM_014157051.2	6092	6043	0	0
XM_014157052.2	5765	5716	4.08676	0.138952
XM_014157053.2	4942	4893	9.91324	0.393749
XM_014157054.2	6152	6103	0	0
XM_014157055.2	1742	1693	0	0
XM_014157056.2	6150	6101	0	0
XM_014157057.2	6053	6004	0	0
XM_014157058.2	6042	5993	6.19894	0.201026
XM_014157059.2	6044	5995	4.24043	0.137467
XM_014157062.2	4605	4556	0	0
XM_014157064.2	4797	4748	0	0
XM_014157065.2	4773	4724	0	0
XM_014157066.2	4693	4644	0.395406	0.0165474
XM_014157067.2	4680	4631	9.60459	0.403072
XM_014157068.2	4564	4515	0	0
XM_014157069.2	4385	4336	0	0
XM_014157070.2	6243	6194	0	0
XM_014157071.2	6176	6127	0	0
XM_014157072.2	5919	5870	0	0
XM_014157073.2	6137	6088	31.8363	1.01631
XM_014157075.2	998	949	0	0
XM_014157076.2	5477	5428	23.2061	0.830885
XM_014157078.2	6206	6157	2.11124	0.066642
XM_014157080.2	1213	1164	0	0
XM_014157081.2	1118	1069	0	0
XM_014157082.2	950	901	4.56025	0.983653
XM_014157084.2	5275	5226	0	0
XM_014157085.2	5141	5092	10.8624	0.414587
XM_014157088.2	1257	1208	0	0
XM_014157089.2	4475	4426	5	0.219552
XM_014157090.2	2813	2764	128.798	9.0563
XM_014157091.2	2745	2696	0	0
XM_014157092.2	2854	2805	0	0
XM_014157094.2	2734	2685	0	0
XM_014157095.2	2565	2516	5.1427	0.397245
XM_014157097.2	4913	4864	16.2908	0.650918
XM_014157099.2	7785	7736	0	0
XM_014157101.2	7760	7711	0	0
XM_014157102.2	862	813	0	0
XM_014157112.2	7436	7387	0	0
XM_014157113.2	7410	7361	0	0
XM_014157114.2	7348	7299	1.20574e-07	3.21047e-09
XM_014157115.2	7323	7274	5.98343e-06	1.59866e-07
XM_014157118.2	986	937	19	3.94087
XM_014157119.2	1552	1503	0	0
XM_014157127.2	5284	5235	0	0
XM_014157128.2	6384	6335	3	0.092035
XM_014157129.2	2151	2102	19.7241	1.82365
XM_014157130.2	2275	2226	20.9231	1.82675
XM_014157131.2	2063	2014	0.333423	0.0321747
XM_014157132.2	2528	2479	146.506	11.4857
XM_014157133.2	4281	4232	1.62116	0.0744491
XM_014157134.2	4274	4225	10.6656	0.490612
XM_014157135.2	4302	4253	131	5.98624
XM_014157144.2	1163	1114	2.00099	0.34909
XM_014157145.2	1284	1235	0	0
XM_014157148.2	3179	3130	0	0
XM_014157149.2	2352	2303	1	0.0843887
XM_014157154.2	5395	5346	5.2125	0.189494
XM_014157156.2	4070	4021	1	0.0483331
XM_014157157.2	1363	1314	2.27907	0.337086
XM_014157160.2	1499	1450	0	0
XM_014157161.2	1381	1332	0	0
XM_014157162.2	14673	14624	0	0
XM_014157163.1	549	500	0	0
XM_014157164.2	3187	3138	10.0624	0.623198
XM_014157167.2	3612	3563	0	0
XM_014157169.2	3914	3865	2.90418	0.146033
XM_014157170.2	2974	2925	0	0
XM_014157171.2	2942	2893	0	0
XM_014157172.2	2932	2883	0	0
XM_014157173.2	2900	2851	0	0
XM_014157174.2	2889	2840	0	0
XM_014157175.2	2874	2825	0	0
XM_014157176.2	2832	2783	0	0
XM_014157177.2	2789	2740	0	0
XM_014157178.2	2541	2492	35.7194	2.7857
XM_014157179.2	2991	2942	0	0
XM_014157180.2	1080	1031	10.7176	2.0203
XM_014157181.2	6611	6562	0.0755132	0.00223648
XM_014157182.2	6591	6542	2.43587	0.0723638
XM_014157184.2	1437	1388	1	0.14002
XM_014157185.2	1512	1463	0	0
XM_014157186.2	4253	4204	2.93858	0.135848
XM_014157187.2	7156	7107	10.3178	0.282149
XM_014157188.2	7153	7104	16.6822	0.456382
XM_014157190.2	3560	3511	14.2034	0.786212
XM_014157192.2	2105	2056	0	0
XM_014157193.2	3393	3344	0	0
XM_014157195.2	3279	3230	13.1705	0.792462
XM_014157197.2	2102	2053	1.08442	0.102656
XM_014157198.2	3935	3886	0	0
XM_014157199.2	4944	4895	12.3257	0.489369
XM_014157202.2	1747	1698	5	0.572283
XM_014157203.2	1878	1829	0	0
XM_014157204.2	1843	1794	0	0
XM_014157205.2	1827	1778	0	0
XM_014157206.2	1923	1874	0	0
XM_014157208.2	1881	1832	0	0
XM_014157209.2	2964	2915	0	0
XM_014157210.2	2804	2755	12.3241	0.869381
XM_014157211.2	7557	7508	21.9237	0.567504
XM_014157212.2	7609	7560	0.00850597	0.000218666
XM_014157213.2	2646	2597	34	2.5444
XM_014157220.2	6384	6335	0	0
XM_014157222.2	6077	6028	0	0
XM_014157223.2	6279	6230	0	0
XM_014157224.2	6255	6206	0	0
XM_014157225.2	6237	6188	0	0
XM_014157226.2	6192	6143	0	0
XM_014157227.2	6696	6647	0	0
XM_014157228.2	6636	6587	0	0
XM_014157229.2	6600	6551	0	0
XM_014157230.2	6636	6587	0	0
XM_014157231.2	6434	6385	0	0
XM_014157233.2	6495	6446	0	0
XM_014157235.2	6564	6515	0	0
XM_014157236.2	6362	6313	0	0
XM_014157237.2	5891	5842	15.4112	0.512688
XM_014157238.2	1500	1451	0	0
XM_014157239.2	4355	4306	1	0.0451341
XM_014157240.2	3074	3025	0	0
XM_014157241.2	3444	3395	0	0
XM_014157242.2	3056	3007	0	0
XM_014157243.2	3089	3040	0	0
XM_014157245.2	6636	6587	5.56733	0.164262
XM_014157246.2	4768	4719	0.000141668	5.83444e-06
XM_014157247.1	658	609	50.9389	16.2559
XM_014157248.2	550	501	61.1489	23.7208
XM_014157249.2	3043	2994	33.0839	2.14755
XM_014157250.2	1602	1553	4.20934	0.52677
XM_014157251.2	5792	5743	0	0
XM_014157252.2	5692	5643	24.8902	0.857229
XM_014157255.2	4720	4671	15.9999	0.665709
XM_014157256.2	3120	3071	0	0
XM_014157257.2	2946	2897	6	0.402514
XM_014157258.2	5301	5252	0	0
XM_014157259.2	5195	5146	15.0039	0.566649
XM_014157260.2	5297	5248	0	0
XM_014157262.2	4466	4417	0.00227065	9.99084e-05
XM_014157263.2	4429	4380	32.6282	1.44776
XM_014157264.2	3435	3386	22.6736	1.30141
XM_014157265.2	3433	3384	44.4152	2.55082
XM_014157266.2	4084	4035	0.000372164	1.79254e-05
XM_014157267.2	5035	4986	0.00697491	0.000271872
XM_014157268.2	4048	3999	9.99963	0.485972
XM_014157272.2	3303	3254	1	0.0597256
XM_014157274.2	5018	4969	0.340023	0.013299
XM_014157275.2	6923	6874	0	0
XM_014157276.2	6811	6762	0	0
XM_014157277.2	6715	6666	0	0
XM_014157278.2	5012	4963	1.34475	0.0526594
XM_014157279.2	6627	6578	0	0
XM_014157280.2	6603	6554	0	0
XM_014157281.2	6515	6466	1	0.0300568
XM_014157282.2	6403	6354	0	0
XM_014157283.2	3182	3133	1	0.0620323
XM_014157284.2	3524	3475	0	0
XM_014157285.2	3553	3504	0	0
XM_014157286.2	4995	4946	66.7494	2.62284
XM_014157287.2	3537	3488	0	0
XM_014157288.2	3442	3393	179.035	10.2549
XM_014157289.2	3517	3468	0	0
XM_014157290.2	3527	3478	0	0
XM_014157291.2	2846	2797	0	0
XM_014157292.2	7466	7417	0.103486	0.00271164
XM_014157293.2	7427	7378	41.7329	1.0993
XM_014157294.2	7187	7138	2.01479e-07	5.48569e-09
XM_014157295.2	2362	2313	0	0
XM_014157296.2	5452	5403	0	0
XM_014157297.2	3119	3070	50.3304	3.18618
XM_014157299.2	3080	3031	0.314199	0.0201464
XM_014157300.2	3069	3020	19.6834	1.26669
XM_014157301.2	1997	1948	1.75882e-05	1.75473e-06
XM_014157302.2	1976	1927	3.99998	0.403418
XM_014157303.2	2714	2665	0	0
XM_014157306.2	2633	2584	0	0
XM_014157307.2	3194	3145	47.0167	2.90542
XM_014157308.2	7439	7390	1.8316e-05	4.81686e-07
XM_014157310.2	7356	7307	6.99998	0.186181
XM_014157315.2	4182	4133	0	0
XM_014157321.2	4014	3965	0	0
XM_014157325.2	3858	3809	0	0
XM_014157326.2	3813	3764	0	0
XM_014157327.2	1390	1341	10	1.44927
XM_014157333.2	2606	2557	0	0
XM_014157334.2	4328	4279	13.0883	0.594453
XM_014157337.2	2363	2314	0	0
XM_014157338.2	5989	5940	3.87321	0.126725
XM_014157339.2	5986	5937	6.88246	0.225297
XM_014157340.2	5693	5644	0	0
XM_014157341.2	5435	5386	7.24432	0.261403
XM_014157342.2	3863	3814	34.9755	1.78222
XM_014157343.2	1567	1518	0	0
XM_014157344.2	2430	2381	0	0
XM_014157345.2	2404	2355	0	0
XM_014157346.2	2351	2302	8.84483	0.746728
XM_014157347.2	2425	2376	0	0
XM_014157349.2	2237	2188	237.669	21.1108
XM_014157354.2	2254	2205	3.86917	0.341026
XM_014157356.2	2103	2054	14.2641	1.34965
XM_014157357.2	2252	2203	10.8667	0.958657
XM_014157358.2	1419	1370	0	0
XM_014157360.2	1793	1744	0	0
XM_014157361.2	3263	3214	0	0
XM_014157362.2	1769	1720	0	0
XM_014157363.2	5036	4987	0.00151128	5.88957e-05
XM_014157364.2	5013	4964	0.291064	0.0113955
XM_014157365.2	4991	4942	45.6274	1.79433
XM_014157366.2	4913	4864	0.000412272	1.64729e-05
XM_014157374.2	4038	3989	0	0
XM_014157375.2	4566	4517	0	0
XM_014157378.2	2341	2292	2	0.169587
XM_014157379.2	1999	1950	76.4706	7.62146
XM_014157380.2	1897	1848	26.5294	2.79
XM_014157383.2	2203	2154	0	0
XM_014157385.2	2010	1961	1.04141	0.103211
XM_014157386.2	2356	2307	0	0
XM_014157388.2	2297	2248	0	0
XM_014157389.2	5799	5750	7.20185	0.243419
XM_014157390.2	5328	5279	34	1.25172
XM_014157391.2	5287	5238	0	0
XM_014157392.2	2152	2103	66.5246	6.14782
XM_014157393.2	3991	3942	0	0
XM_014157394.2	4943	4894	0	0
XM_014157395.2	4216	4167	0	0
XM_014157396.2	3648	3599	0	0
XM_014157397.2	2208	2159	5.14881	0.463482
XM_014157398.2	2063	2014	61.8394	5.96739
XM_014157400.2	711	662	23	6.75225
XM_014157401.2	2729	2680	1.84421	0.133738
XM_014157402.2	4638	4589	0	0
XM_014157405.2	2514	2465	0	0
XM_014157406.2	4436	4387	9.43415	0.41794
XM_014157407.2	5195	5146	4.67871	0.176699
XM_014157410.2	4977	4928	0	0
XM_014157411.2	4858	4809	0	0
XM_014157412.2	4855	4806	0	0
XM_014157413.2	4831	4782	0	0
XM_014157414.2	1518	1469	13	1.71989
XM_014157416.2	11292	11243	3	0.0518582
XM_014157417.2	2860	2811	0	0
XM_014157418.2	2776	2727	58	4.13353
XM_014157419.2	2054	2005	46.1728	4.47559
XM_014157420.1	1831	1782	0	0
XM_014157421.2	1040	991	0	0
XM_014157422.2	2207	2158	0	0
XM_014157423.2	2153	2104	9.01454	0.832676
XM_014157425.2	1322	1273	0	0
XM_014157426.2	3173	3124	0	0
XM_014157427.2	3086	3037	3.57866	0.229009
XM_014157432.2	6748	6699	38.5491	1.11836
XM_014157435.2	2539	2490	1	0.0780511
XM_014157436.2	1330	1281	0	0
XM_014157437.2	4100	4051	0	0
XM_014157438.2	4251	4202	0	0
XM_014157439.2	3972	3923	52.3762	2.59474
XM_014157440.2	2489	2440	0	0
XM_014157441.2	4271	4222	14.1204	0.649991
XM_014157442.2	4062	4013	43.4482	2.10417
XM_014157443.2	6388	6339	26.4125	0.80978
XM_014157444.2	7393	7344	0	0
XM_014157445.2	6148	6099	30.1393	0.960401
XM_014157446.2	5460	5411	0	0
XM_014157447.2	5406	5357	0	0
XM_014157448.2	5306	5257	0	0
XM_014157450.2	5093	5044	28.3593	1.09269
XM_014157451.2	5038	4989	0	0
XM_014157452.2	1681	1632	0	0
XM_014157453.2	1678	1629	0	0
XM_014157456.2	1389	1340	8	1.16028
XM_014157457.2	1636	1587	0	0
XM_014157458.2	4008	3959	0	0
XM_014157459.2	3338	3289	27.9709	1.6528
XM_014157460.2	3338	3289	0	0
XM_014157462.2	3332	3283	0.00757181	0.000448236
XM_014157463.2	3332	3283	0	0
XM_014157464.2	2195	2146	5.06392	0.458602
XM_014157465.2	3332	3283	71.6346	4.24063
XM_014157466.2	3332	3283	0	0
XM_014157467.2	4292	4243	1236.48	56.6358
XM_014157468.2	2772	2723	1	0.0713725
XM_014157469.2	3575	3526	1.02799	0.0566613
XM_014157471.2	3971	3922	61.8982	3.06725
XM_014157472.2	3947	3898	0	0
XM_014157473.2	1215	1166	0	0
XM_014157474.2	2013	1964	0	0
XM_014157475.2	1813	1764	0	0
XM_014157476.2	1769	1720	0	0
XM_014157477.2	1583	1534	71.2703	9.02945
XM_014157478.2	1033	984	2.3322	0.460627
XM_014157479.2	1134	1085	0	0
XM_014157480.2	7938	7889	0	0
XM_014157481.2	7887	7838	49.2573	1.22136
XM_014157488.2	6447	6398	26.9596	0.81893
XM_014157491.2	2614	2565	41.6945	3.15915
XM_014157492.2	2271	2222	0	0
XM_014157493.2	2225	2176	1.51031	0.134892
XM_014157495.2	2667	2618	25.1813	1.86934
XM_014157496.2	3639	3590	1	0.0541357
XM_014157497.2	4590	4541	0	0
XM_014157498.2	4388	4339	1.05736e-07	4.736e-09
XM_014157499.2	4479	4430	0	0
XM_014157501.2	4317	4268	15.0753	0.686466
XM_014157503.2	4406	4357	0	0
XM_014157505.2	3343	3294	33.8801	1.99894
XM_014157506.2	1822	1773	31.3923	3.44107
XM_014157507.2	3284	3235	13.8706	0.833296
XM_014157509.2	3844	3795	3	0.153634
XM_014157510.2	9151	9102	7.55079	0.161226
XM_014157512.2	8872	8823	0	0
XM_014157513.2	1357	1308	0	0
XM_014157514.2	8869	8820	0	0
XM_014157515.2	8869	8820	0	0
XM_014157516.2	8851	8802	18.8555	0.416328
XM_014157517.2	8788	8739	0	0
XM_014157518.2	8782	8733	22.5425	0.501668
XM_014157519.2	8776	8727	0	0
XM_014157520.2	8773	8724	0	0
XM_014157521.2	8770	8721	0	0
XM_014157522.2	8695	8646	0	0
XM_014157523.2	8692	8643	0	0
XM_014157524.2	1335	1286	0	0
XM_014157525.2	8674	8625	0	0
XM_014157526.2	8644	8595	0	0
XM_014157527.2	8641	8592	0	0
XM_014157528.2	8951	8902	0	0
XM_014157529.2	8974	8925	0	0
XM_014157531.2	9067	9018	0	0
XM_014157532.2	7755	7706	0	0
XM_014157533.2	7556	7507	53.4276	1.38318
XM_014157534.2	1269	1220	1	0.159301
XM_014157535.2	5748	5699	19.0008	0.647966
XM_014157536.2	3091	3042	5	0.31944
XM_014157538.2	7215	7166	0	0
XM_014157539.2	6939	6890	55.4271	1.56344
XM_014157540.2	7135	7086	0	0
XM_014157541.2	7081	7032	0	0
XM_014157542.2	7075	7026	0	0
XM_014157543.2	6994	6945	0	0
XM_014157544.2	5760	5711	94.0345	3.20002
XM_014157545.2	4763	4714	30.3045	1.24938
XM_014157546.2	6144	6095	6.08521	0.194035
XM_014157547.2	4714	4665	8.13826	0.339046
XM_014157548.2	4567	4518	0	0
XM_014157549.2	3301	3252	2	0.119525
XM_014157552.2	1558	1509	0.206561	0.0266034
XM_014157554.2	3793	3744	1	0.051909
XM_014157557.2	747	698	0	0
XM_014157558.2	711	662	0	0
XM_014157559.2	2150	2101	0	0
XM_014157562.2	1555	1506	1.98877	0.256648
XM_014157563.2	4402	4353	0	0
XM_014157565.2	3232	3183	3	0.183174
XM_014157567.2	1883	1834	0	0
XM_014157568.2	3494	3445	1.02053e-06	5.75727e-08
XM_014157569.2	1999	1950	1	0.0996653
XM_014157570.2	1123	1074	0.220572	0.039914
XM_014157571.2	3243	3194	0	0
XM_014157572.2	1134	1085	4	0.716488
XM_014157573.2	2182	2133	2	0.182229
XM_014157574.2	2209	2160	8.20209	0.737988
XM_014157575.2	3447	3398	6.2801	0.359188
XM_014157576.2	5510	5461	2.08774	0.074299
XM_014157577.2	5618	5569	0	0
XM_014157578.2	5548	5499	0.000780802	2.75953e-05
XM_014157579.2	5033	4984	0.68517	0.0267177
XM_014157580.2	5036	4987	0.345461	0.0134629
XM_014157586.2	5164	5115	42	1.59581
XM_014157587.2	5672	5623	9	0.311066
XM_014157590.2	1839	1790	0	0
XM_014157593.2	1615	1566	12.3118	1.52795
XM_014157594.2	1287	1238	0	0
XM_014157597.2	1430	1381	0	0
XM_014157599.1	2877	2828	1	0.0687225
XM_014157600.2	8490	8441	4.15427e-05	9.56487e-07
XM_014157605.2	1822	1773	4.06128	0.445177
XM_014157606.2	2498	2449	0	0
XM_014157607.2	4726	4677	2.60218	0.108131
XM_014157608.2	4586	4537	0	0
XM_014157609.2	2316	2267	0	0
XM_014157610.2	2307	2258	0.0105092	0.000904535
XM_014157611.2	2298	2249	0.989491	0.0855068
XM_014157612.2	4546	4497	0	0
XM_014157613.2	1613	1564	0	0
XM_014157615.2	1646	1597	0	0
XM_014157616.2	1384	1335	1.15439	0.168055
XM_014157617.2	1592	1543	0	0
XM_014157619.2	4024	3975	0	0
XM_014157622.2	3873	3824	9.63302	0.489579
XM_014157623.2	4868	4819	0	0
XM_014157627.2	4766	4717	1.524e-06	6.27912e-08
XM_014157629.2	4703	4654	6.73495	0.281246
XM_014157631.1	2732	2683	0	0
XM_014157632.2	2906	2857	0	0
XM_014157633.2	2189	2140	4	0.363266
XM_014157634.2	1870	1821	37.0997	3.95949
XM_014157638.2	4574	4525	0	0
XM_014157639.2	1707	1658	0	0
XM_014157640.2	1693	1644	0	0
XM_014157642.1	1482	1433	3.04403	0.412839
XM_014157644.2	2936	2887	0.0842978	0.00567477
XM_014157645.2	2350	2301	21.2074	1.79122
XM_014157646.2	2133	2084	13.3596	1.24587
XM_014157647.2	2361	2312	2.38606	0.200573
XM_014157648.2	8029	7980	0	0
XM_014157649.2	8026	7977	0	0
XM_014157650.2	8014	7965	0	0
XM_014157651.2	7947	7898	0	0
XM_014157652.2	7932	7883	0	0
XM_014157653.2	7925	7876	10.5356	0.259976
XM_014157654.2	7900	7851	0	0
XM_014157655.2	7896	7847	0	0
XM_014157656.2	7690	7641	0	0
XM_014157658.2	7527	7478	0	0
XM_014157659.2	7688	7639	0	0
XM_014157660.2	7445	7396	0	0
XM_014157661.2	7386	7337	0	0
XM_014157662.2	7428	7379	0	0
XM_014157665.2	7286	7237	0	0
XM_014157666.2	7347	7298	0	0
XM_014157668.2	7215	7166	30.7851	0.834914
XM_014157669.2	7158	7109	0	0
XM_014157670.2	7009	6960	0.0193122	0.000539263
XM_014157671.2	7135	7086	0	0
XM_014157672.2	6393	6344	3.04166	0.0931807
XM_014157674.2	1732	1683	0	0
XM_014157675.2	1821	1772	0	0
XM_014157676.2	2255	2206	17.3575	1.52918
XM_014157677.2	1291	1242	0	0
XM_014157678.2	705	656	14.4038	4.26728
XM_014157679.2	1222	1173	14.5962	2.41836
XM_014157684.2	8445	8396	4.61656e-07	1.06862e-08
XM_014157693.2	3293	3244	0	0
XM_014157694.2	7307	7258	0.0022448	6.01089e-05
XM_014157696.2	2170	2121	0	0
XM_014157698.2	2253	2204	20	1.76359
XM_014157699.2	2235	2186	0	0
XM_014157700.2	7968	7919	48.0827	1.18004
XM_014157711.2	2743	2694	0	0
XM_014157712.2	2632	2583	0	0
XM_014157713.2	2807	2758	0	0
XM_014157714.2	2492	2443	170.831	13.5901
XM_014157715.2	2324	2275	1.02581	0.0876325
XM_014157716.2	9320	9271	0	0
XM_014157717.2	9266	9217	0	0
XM_014157718.2	9263	9214	0	0
XM_014157719.2	9257	9208	0	0
XM_014157720.2	9245	9196	0	0
XM_014157721.2	9350	9301	0	0
XM_014157722.2	9200	9151	0	0
XM_014157723.2	9173	9124	0	0
XM_014157724.2	9146	9097	0	0
XM_014157725.2	9275	9226	0	0
XM_014157726.2	9025	8976	0	0
XM_014157728.2	8890	8841	0	0
XM_014157729.2	8836	8787	0	0
XM_014157730.2	8833	8784	0	0
XM_014157731.2	8803	8754	0	0
XM_014157732.2	8316	8267	46.0646	1.08292
XM_014157733.2	2142	2093	42.3739	3.93467
XM_014157734.2	2192	2143	0	0
XM_014157736.2	2100	2051	52.0217	4.92944
XM_014157737.2	2091	2042	5.29186	0.503652
XM_014157738.2	2049	2000	6.26071	0.608376
XM_014157739.2	2529	2480	0	0
XM_014157741.2	7550	7501	0	0
XM_014157742.2	7465	7416	0	0
XM_014157743.2	7469	7420	0	0
XM_014157744.2	7292	7243	6.81813	0.182947
XM_014157745.2	4164	4115	8.36936	0.395276
XM_014157746.2	4161	4112	19.1927	0.907111
XM_014157747.2	4152	4103	0	0
XM_014157751.2	4488	4439	0	0
XM_014157752.2	4465	4416	0	0
XM_014157753.2	4423	4374	0	0
XM_014157754.2	4421	4372	0	0
XM_014157755.2	4246	4197	0	0
XM_014157756.2	4391	4342	0.00451467	0.000202076
XM_014157757.2	4389	4340	0	0
XM_014157758.2	4328	4279	0	0
XM_014157759.2	4232	4183	75.4018	3.50326
XM_014157765.2	4969	4920	0	0
XM_014157766.2	4900	4851	3.9131	0.156772
XM_014157767.2	4890	4841	40.9626	1.64449
XM_014157768.2	3985	3936	61.4232	3.03289
XM_014157769.2	3857	3808	7.97995	0.407269
XM_014157770.2	2104	2055	0	0
XM_014157773.2	2333	2284	39.3365	3.34717
XM_014157774.2	2500	2451	56.9824	4.51831
XM_014157775.2	2001	1952	13.5556	1.34963
XM_014157776.2	2200	2151	0	0
XM_014157777.2	2126	2077	0	0
XM_014157778.2	1857	1808	18.6497	2.00471
XM_014157779.2	7223	7174	0	0
XM_014157781.2	7208	7159	0	0
XM_014157782.2	7115	7066	0	0
XM_014157787.2	3073	3024	12	0.771219
XM_014157792.2	1852	1803	5.01009	0.540042
XM_014157794.2	1105	1056	2.13077e-07	3.9215e-08
XM_014157795.2	2405	2356	1	0.0824903
XM_014157796.2	1351	1302	30.1987	4.5077
XM_014157797.2	992	943	390.626	80.506
XM_014157798.2	5765	5716	0	0
XM_014157799.2	5540	5491	16.1026	0.569933
XM_014157800.2	5199	5150	16.9279	0.638813
XM_014157801.2	2857	2808	0	0
XM_014157802.2	3925	3876	0	0
XM_014157803.2	3922	3873	0	0
XM_014157804.2	3867	3818	0	0
XM_014157805.2	1710	1661	56.6016	6.62274
XM_014157806.2	1469	1420	2	0.273729
XM_014157807.2	4460	4411	11.6985	0.515432
XM_014157809.2	4457	4408	25.3733	1.1187
XM_014157810.2	2693	2644	0	0
XM_014157811.2	2674	2625	0	0
XM_014157812.2	1438	1389	0	0
XM_014157813.2	2588	2539	0	0
XM_014157814.2	2568	2519	0	0
XM_014157815.2	3173	3124	0	0
XM_014157816.2	3068	3019	0	0
XM_014157819.2	3963	3914	0	0
XM_014157821.2	3834	3785	19.4902	1.00076
XM_014157822.2	3431	3382	10.4068	0.598028
XM_014157823.2	1688	1639	0.119476	0.0141671
XM_014157824.2	4350	4301	0	0
XM_014157825.2	4350	4301	0	0
XM_014157830.2	4228	4179	5.72734	0.266354
XM_014157831.2	4228	4179	5.72734	0.266354
XM_014157832.2	4884	4835	0	0
XM_014157834.2	4053	4004	0	0
XM_014157835.2	4135	4086	0	0
XM_014157836.2	4233	4184	16.6424	0.773041
XM_014157838.2	4047	3998	0	0
XM_014157839.2	1199	1150	0	0
XM_014157840.2	1515	1466	1.32176e-06	1.75226e-07
XM_014157841.2	1496	1447	3.70188	0.497202
XM_014157844.1	1041	992	0	0
XM_014157845.1	708	659	0	0
XM_014157846.1	666	617	0	0
XM_014157847.1	660	611	0	0
XM_014157848.1	606	557	0	0
XM_014157849.1	1265	1216	0	0
XM_014157850.2	2326	2277	1	0.0853523
