"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"SeqID.x"	"pident.x"	"length.x"	"mismatch.x"	"gapopen.x"	"qstart.x"	"qend.x"	"sstart.x"	"send.x"	"evalue.x"	"bitscore.x"	"NA."	"NA.1"	"SeqID.y"	"pident.y"	"length.y"	"mismatch.y"	"gapopen.y"	"qstart.y"	"qend.y"	"sstart.y"	"send.y"	"evalue.y"	"bitscore.y"	"NA"	"NA"
"211"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253
"212"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264
"213"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241
"214"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247
"215"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45	260	142	1	97	873	178	437	9.5e-74	243
"216"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	46.538	260	138	1	97	873	234	493	8.92e-74	243
"217"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	52.569	253	119	1	118	873	409	661	3.73e-87	278
"218"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45.85	253	136	1	118	873	157	409	3.57e-73	241
"219"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.984	248	129	0	130	873	134	381	1.99e-76	249
"220"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251
"221"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240
"222"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246
"223"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253
"224"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264
"225"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241
"226"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247
"227"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45	260	142	1	97	873	178	437	9.5e-74	243
"228"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	46.538	260	138	1	97	873	234	493	8.92e-74	243
"229"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	52.569	253	119	1	118	873	409	661	3.73e-87	278
"230"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45.85	253	136	1	118	873	157	409	3.57e-73	241
"231"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.984	248	129	0	130	873	134	381	1.99e-76	249
"232"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251
"233"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240
"234"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246
"235"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253
"236"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264
"237"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241
"238"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247
"239"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45	260	142	1	97	873	178	437	9.5e-74	243
"240"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	46.538	260	138	1	97	873	234	493	8.92e-74	243
"241"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	52.569	253	119	1	118	873	409	661	3.73e-87	278
"242"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45.85	253	136	1	118	873	157	409	3.57e-73	241
"243"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.984	248	129	0	130	873	134	381	1.99e-76	249
"244"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251
"245"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240
"246"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246
"247"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253
"248"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264
"249"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241
"250"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247
"251"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45	260	142	1	97	873	178	437	9.5e-74	243
"252"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	46.538	260	138	1	97	873	234	493	8.92e-74	243
"253"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	52.569	253	119	1	118	873	409	661	3.73e-87	278
"254"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45.85	253	136	1	118	873	157	409	3.57e-73	241
"255"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.984	248	129	0	130	873	134	381	1.99e-76	249
"256"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251
"257"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240
"258"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246
"259"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253
"260"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264
"261"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241
"262"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247
"263"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45	260	142	1	97	873	178	437	9.5e-74	243
"264"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	46.538	260	138	1	97	873	234	493	8.92e-74	243
"265"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	52.569	253	119	1	118	873	409	661	3.73e-87	278
"266"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45.85	253	136	1	118	873	157	409	3.57e-73	241
"267"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.984	248	129	0	130	873	134	381	1.99e-76	249
"268"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251
"269"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240
"270"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246
"271"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253
"272"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264
"273"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241
"274"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247
"275"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45	260	142	1	97	873	178	437	9.5e-74	243
"276"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	46.538	260	138	1	97	873	234	493	8.92e-74	243
"277"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	52.569	253	119	1	118	873	409	661	3.73e-87	278
"278"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	45.85	253	136	1	118	873	157	409	3.57e-73	241
"279"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.984	248	129	0	130	873	134	381	1.99e-76	249
"280"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.308	260	136	1	97	873	346	605	6.16e-77	251
"281"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.082	257	135	1	97	864	430	686	7e-73	240
"282"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	47.41	251	132	0	136	888	276	526	3.31e-75	246
"283"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	49.802	253	126	1	118	873	297	549	8.39e-78	253
"284"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	51.21	248	121	0	130	873	330	577	8.24e-82	264
"285"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	50	234	117	0	172	873	120	353	2.32e-73	241
"286"	"g11743.t1"	5.18799639257655	5.06882760467782	1.63240018028891	3.10513786134274	0.0019019035643815	0.025909394152177	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247	"sp"	"Q8TAQ5"	"ZN420_HUMAN"	48.221	253	130	1	118	873	213	465	1.35e-75	247
"287"	"g11807.t1"	40.3272184758287	2.12338703927067	0.689666989112079	3.07885845312744	0.00207795383936718	0.0275829595484673	"sp"	"Q9JHG1"	"PIGP_MOUSE"	51.2	125	57	1	1	363	1	125	3.82e-39	130	"sp"	"Q9JHG1"	"PIGP_MOUSE"	51.2	125	57	1	1	363	1	125	3.82e-39	130
"288"	"g11856.t1"	57.9978579088123	-2.04399554702586	0.476860694562745	-4.28635777771555	1.81626389795933e-05	0.000635259920500537	"sp"	"Q923V4"	"FBX6_RAT"	36.187	257	147	6	136	897	4	246	5.32e-49	167	"sp"	"Q923V4"	"FBX6_RAT"	36.187	257	147	6	136	897	4	246	5.32e-49	167
"289"	"g11857.t1"	23.1079288922726	-4.19447191848652	0.8203025330871	-5.11332313299239	3.16540132062711e-07	1.95103826853198e-05	"sp"	"P49660"	"SSR4_MOUSE"	28.698	338	208	11	151	1143	26	337	2.7e-23	104	"sp"	"P49660"	"SSR4_MOUSE"	28.698	338	208	11	151	1143	26	337	2.7e-23	104
